id,company_name,signup_date,plan_tier,geography,industry,acquisition_channel,status,archetype
749,Data,2023-05-19,Enterprise,EU,ecommerce,organic_search,active,steady_grower
750,Alpha Ventures,2023-04-28,Enterprise,EU,ecommerce,direct,active,steady_grower
751,Agile,2023-05-12,Enterprise,EU,marketing_agency,referral,active,price_sensitive
752,Summit,2023-06-01,Enterprise,US,marketing_agency,direct,churned,seasonal_business
753,Meta Enterprises,2023-03-03,Enterprise,US,saas_tech,content_marketing,active,seasonal_business
754,Prime Hub,2023-03-01,Enterprise,EU,ecommerce,referral,active,seasonal_business
755,Mega Solutions,2023-01-12,Enterprise,EU,manufacturing,referral,active,steady_grower
756,Elite Services,2023-01-31,Enterprise,US,marketing_agency,referral,active,price_sensitive
757,Data,2023-04-08,Enterprise,EU,financial_services,direct,active,enterprise_pilot
758,Nova,2023-03-28,Enterprise,EU,marketing_agency,direct,active,seasonal_business
759,Dynamic Inc,2023-01-11,Basic,EU,manufacturing,paid_ads,churned,seasonal_business
760,Vertex Insights,2023-06-27,Enterprise,US,saas_tech,referral,churned,seasonal_business
761,Smart,2023-01-28,Enterprise,EU,financial_services,paid_ads,active,seasonal_business
762,Cyber Group,2023-04-26,Basic,US,saas_tech,organic_search,active,seasonal_business
763,Vertex,2023-03-21,Basic,EU,healthcare,organic_search,churned,failed_adoption
764,Acme,2023-01-17,Basic,EU,ecommerce,direct,churned,seasonal_business
765,Elite Analytics,2023-02-15,Pro,EU,manufacturing,organic_search,churned,seasonal_business
766,Rapid Services,2023-06-17,Basic,US,saas_tech,organic_search,churned,price_sensitive
767,Summit LLC,2023-06-13,Enterprise,EU,ecommerce,organic_search,active,enterprise_pilot
768,Rapid Innovations,2023-05-04,Basic,US,financial_services,direct,active,price_sensitive
769,Delta,2023-04-17,Basic,US,saas_tech,organic_search,active,price_sensitive
770,Prime,2023-05-03,Enterprise,EU,ecommerce,direct,active,seasonal_business
771,Data Ltd,2023-06-28,Basic,US,saas_tech,direct,churned,steady_grower
772,Elite Systems,2023-03-09,Basic,US,financial_services,referral,churned,price_sensitive
773,Elite Group,2023-04-16,Enterprise,US,ecommerce,direct,active,seasonal_business
774,Prime Analytics,2023-01-16,Basic,US,healthcare,paid_ads,active,price_sensitive
775,Meta Enterprises,2023-04-21,Enterprise,US,ecommerce,paid_ads,active,enterprise_pilot
776,Mobile,2023-05-09,Basic,EU,healthcare,paid_ads,churned,failed_adoption
777,Vertex Group,2023-02-23,Enterprise,EU,healthcare,referral,active,steady_grower
778,Elite Hub,2023-05-04,Enterprise,EU,ecommerce,referral,active,seasonal_business
779,Beta Partners,2023-05-02,Basic,EU,other,organic_search,churned,price_sensitive
780,Apex,2023-01-11,Enterprise,US,manufacturing,direct,churned,seasonal_business
781,Smart Group,2023-04-01,Enterprise,EU,saas_tech,referral,active,enterprise_pilot
782,Vertex Partners,2023-02-05,Basic,US,saas_tech,organic_search,active,price_sensitive
783,Prime,2023-05-31,Basic,EU,manufacturing,organic_search,churned,seasonal_business
784,Dynamic Corp,2023-06-14,Enterprise,EU,saas_tech,partner,active,steady_grower
785,Mobile Intelligence,2023-02-21,Pro,US,financial_services,paid_ads,churned,seasonal_business
786,Cyber Associates,2023-05-23,Enterprise,US,marketing_agency,direct,active,seasonal_business
787,Ultra,2023-01-21,Enterprise,US,ecommerce,paid_ads,active,seasonal_business
788,Zenith,2023-05-18,Enterprise,EU,marketing_agency,partner,active,seasonal_business
789,Zenith Data,2023-02-21,Enterprise,US,financial_services,paid_ads,active,enterprise_pilot
790,Beta Associates,2023-06-21,Basic,EU,healthcare,direct,active,price_sensitive
791,Web Enterprises,2023-05-01,Basic,EU,saas_tech,direct,active,price_sensitive
792,Agile Works,2023-04-16,Enterprise,US,saas_tech,referral,active,steady_grower
793,Alpha Innovations,2023-06-23,Enterprise,US,marketing_agency,organic_search,churned,seasonal_business
794,Auto,2023-01-27,Pro,US,healthcare,direct,active,steady_grower
795,Rapid Labs,2023-04-09,Basic,EU,healthcare,paid_ads,churned,seasonal_business
796,Cyber Hub,2023-04-29,Enterprise,US,ecommerce,partner,active,steady_grower
797,Web,2023-06-26,Basic,EU,healthcare,content_marketing,active,price_sensitive
798,Meta,2023-02-07,Basic,US,healthcare,direct,churned,price_sensitive
799,Tech Partners,2023-02-03,Basic,EU,healthcare,direct,churned,enterprise_pilot
800,Mobile Ventures,2023-05-26,Basic,US,ecommerce,paid_ads,churned,failed_adoption
801,Zenith,2023-03-24,Enterprise,US,manufacturing,paid_ads,active,steady_grower
802,Hyper Systems,2023-03-24,Enterprise,EU,financial_services,organic_search,churned,steady_grower
803,Cloud,2023-05-14,Basic,US,ecommerce,referral,active,failed_adoption
804,Beta Ventures,2023-01-07,Enterprise,US,marketing_agency,referral,churned,steady_grower
805,Fast Intelligence,2023-03-25,Enterprise,US,saas_tech,organic_search,active,steady_grower
806,Super Ventures,2023-06-01,Enterprise,US,marketing_agency,organic_search,active,steady_grower
807,Fast Partners,2023-01-07,Enterprise,US,saas_tech,organic_search,active,seasonal_business
808,Quick Technologies,2023-03-02,Enterprise,US,saas_tech,organic_search,churned,enterprise_pilot
809,Acme,2023-02-26,Enterprise,US,healthcare,content_marketing,active,steady_grower
810,Swift,2023-06-21,Enterprise,US,saas_tech,direct,active,steady_grower
811,Rapid,2023-06-20,Basic,US,financial_services,organic_search,churned,price_sensitive
812,Auto Corp,2023-01-02,Basic,US,financial_services,referral,churned,failed_adoption
813,Fast,2023-04-04,Basic,EU,healthcare,referral,churned,seasonal_business
814,Cyber Enterprises,2023-05-30,Enterprise,EU,manufacturing,paid_ads,churned,seasonal_business
815,Quick Services,2023-03-28,Basic,EU,saas_tech,referral,churned,price_sensitive
816,Fusion,2023-02-03,Enterprise,US,saas_tech,referral,active,seasonal_business
817,Cloud Solutions,2023-02-19,Basic,US,financial_services,referral,active,price_sensitive
818,Apex,2023-04-13,Basic,US,financial_services,partner,churned,price_sensitive
819,Apex Hub,2023-04-21,Enterprise,US,ecommerce,paid_ads,active,steady_grower
820,Vertex,2023-02-23,Enterprise,EU,financial_services,referral,churned,enterprise_pilot
821,Quick Hub,2023-05-25,Enterprise,EU,ecommerce,paid_ads,churned,steady_grower
822,Cloud,2023-03-12,Basic,US,healthcare,referral,active,enterprise_pilot
823,Summit Analytics,2023-04-15,Basic,US,saas_tech,direct,churned,failed_adoption
824,Auto Consulting,2023-04-14,Enterprise,US,manufacturing,referral,churned,seasonal_business
825,Ultra Solutions,2023-05-02,Enterprise,EU,ecommerce,partner,active,seasonal_business
826,Hyper Works,2023-02-11,Basic,US,saas_tech,referral,active,price_sensitive
827,Prime Corp,2023-01-23,Basic,US,healthcare,organic_search,churned,steady_grower
828,Web Systems,2023-03-12,Enterprise,US,marketing_agency,direct,active,steady_grower
829,Zenith,2023-03-27,Enterprise,EU,ecommerce,referral,active,enterprise_pilot
830,Elite Data,2023-02-18,Enterprise,EU,ecommerce,organic_search,active,price_sensitive
831,Hyper Studio,2023-04-24,Basic,EU,saas_tech,paid_ads,churned,price_sensitive
832,Fusion,2023-03-03,Basic,US,ecommerce,organic_search,churned,failed_adoption
833,Cloud Services,2023-02-18,Enterprise,EU,saas_tech,partner,active,seasonal_business
834,Prime,2023-03-25,Enterprise,US,marketing_agency,paid_ads,churned,enterprise_pilot
835,Vertex Partners,2023-05-15,Basic,US,healthcare,paid_ads,active,price_sensitive
836,Gamma,2023-06-05,Enterprise,US,ecommerce,paid_ads,active,seasonal_business
837,Elite Ventures,2023-04-13,Enterprise,US,ecommerce,organic_search,active,steady_grower
838,Rapid Dynamics,2023-02-16,Enterprise,US,ecommerce,direct,active,steady_grower
839,Vertex Associates,2023-01-07,Enterprise,EU,marketing_agency,organic_search,active,steady_grower
840,Nova Insights,2023-06-20,Basic,US,saas_tech,organic_search,active,price_sensitive
841,Meta Services,2023-01-07,Pro,US,healthcare,partner,active,steady_grower
842,Quick Data,2023-01-06,Enterprise,EU,saas_tech,organic_search,active,steady_grower
843,Elite,2023-01-14,Enterprise,US,marketing_agency,partner,churned,seasonal_business
844,Apex Consulting,2023-05-02,Basic,US,financial_services,referral,churned,price_sensitive
845,Agile,2023-06-26,Basic,EU,healthcare,organic_search,active,steady_grower
846,Mobile Partners,2023-06-18,Basic,US,healthcare,paid_ads,churned,enterprise_pilot
847,Nova Systems,2023-03-27,Pro,EU,saas_tech,paid_ads,active,seasonal_business
848,Vertex Works,2023-01-08,Enterprise,US,financial_services,direct,active,seasonal_business
849,Cyber Works,2023-01-03,Pro,US,ecommerce,paid_ads,churned,seasonal_business
850,Mobile Consulting,2023-04-02,Enterprise,US,marketing_agency,paid_ads,active,enterprise_pilot
851,Gamma Data,2023-01-03,Basic,US,healthcare,organic_search,churned,price_sensitive
852,Swift Enterprises,2023-04-01,Basic,EU,healthcare,organic_search,churned,seasonal_business
853,Nova Partners,2023-02-16,Basic,US,ecommerce,direct,active,failed_adoption
854,Swift,2023-05-01,Enterprise,US,manufacturing,paid_ads,active,steady_grower
855,Cyber LLC,2023-04-21,Pro,US,financial_services,direct,churned,seasonal_business
856,Prime Works,2023-02-18,Enterprise,US,manufacturing,partner,active,steady_grower
857,Hyper Analytics,2023-05-14,Enterprise,US,saas_tech,partner,active,steady_grower
858,Mega,2023-01-01,Enterprise,US,marketing_agency,paid_ads,active,enterprise_pilot
859,Beta,2023-04-06,Basic,US,healthcare,paid_ads,churned,seasonal_business
860,Alpha Dynamics,2023-03-24,Basic,US,manufacturing,partner,churned,failed_adoption
861,Prime Inc,2023-05-26,Enterprise,US,financial_services,paid_ads,active,seasonal_business
862,Super,2023-03-22,Basic,US,healthcare,referral,active,enterprise_pilot
863,Cloud Works,2023-05-22,Enterprise,US,ecommerce,partner,churned,enterprise_pilot
864,Global,2023-02-19,Basic,US,marketing_agency,direct,churned,failed_adoption
865,Data Studio,2023-05-14,Enterprise,EU,marketing_agency,partner,churned,seasonal_business
866,Global LLC,2023-04-20,Enterprise,EU,saas_tech,referral,active,enterprise_pilot
867,Delta Group,2023-03-13,Enterprise,EU,financial_services,referral,active,enterprise_pilot
868,Ultra Insights,2023-05-07,Enterprise,EU,ecommerce,referral,active,steady_grower
869,Agile Intelligence,2023-05-04,Enterprise,US,marketing_agency,organic_search,churned,steady_grower
870,Rapid Enterprises,2023-01-10,Enterprise,EU,marketing_agency,direct,churned,price_sensitive
871,Nova Ltd,2023-04-26,Enterprise,US,saas_tech,organic_search,active,steady_grower
872,Summit,2023-02-26,Enterprise,US,other,referral,active,steady_grower
873,Auto,2023-06-01,Enterprise,EU,healthcare,paid_ads,active,steady_grower
874,Web Group,2023-04-01,Enterprise,US,saas_tech,direct,active,steady_grower
875,Ultra Services,2023-01-01,Enterprise,EU,other,referral,active,enterprise_pilot
876,Ultra Associates,2023-06-02,Enterprise,US,ecommerce,partner,active,price_sensitive
877,Cloud,2023-01-18,Enterprise,US,other,referral,churned,seasonal_business
878,Swift,2023-03-04,Enterprise,EU,saas_tech,organic_search,active,steady_grower
879,Alpha,2023-05-06,Basic,EU,financial_services,paid_ads,churned,failed_adoption
880,Cloud Works,2023-04-09,Pro,US,financial_services,paid_ads,churned,steady_grower
881,Web,2023-04-20,Basic,EU,saas_tech,direct,churned,price_sensitive
882,Alpha Studio,2023-03-15,Basic,US,manufacturing,paid_ads,churned,seasonal_business
883,Zenith Intelligence,2023-06-26,Enterprise,EU,ecommerce,organic_search,churned,seasonal_business
884,Tech,2023-05-21,Enterprise,EU,ecommerce,organic_search,churned,seasonal_business
885,Ultra,2023-02-28,Basic,US,saas_tech,organic_search,churned,failed_adoption
886,Acme,2023-06-05,Enterprise,US,saas_tech,organic_search,active,steady_grower
887,Meta Intelligence,2023-06-07,Enterprise,US,saas_tech,organic_search,active,steady_grower
888,Vertex Group,2023-04-15,Enterprise,US,ecommerce,organic_search,active,steady_grower
889,Mega Data,2023-01-02,Basic,EU,financial_services,organic_search,active,price_sensitive
890,Mega Group,2023-02-27,Enterprise,US,ecommerce,paid_ads,active,steady_grower
891,Summit,2023-01-06,Enterprise,EU,manufacturing,direct,active,steady_grower
892,Delta Data,2023-05-16,Pro,EU,financial_services,direct,churned,seasonal_business
893,Agile,2023-04-11,Basic,US,financial_services,paid_ads,active,seasonal_business
894,Nova Consulting,2023-02-28,Enterprise,US,financial_services,organic_search,active,seasonal_business
895,Beta Partners,2023-04-17,Basic,US,saas_tech,direct,churned,price_sensitive
896,Acme,2023-05-17,Enterprise,EU,marketing_agency,partner,churned,seasonal_business
897,Hyper Ltd,2023-02-12,Basic,US,financial_services,organic_search,active,price_sensitive
898,Global Studio,2023-04-03,Enterprise,EU,saas_tech,referral,churned,enterprise_pilot
899,Ultra Ltd,2023-02-02,Basic,US,manufacturing,organic_search,active,price_sensitive
900,Vertex,2023-01-17,Enterprise,EU,saas_tech,referral,active,enterprise_pilot
901,Super,2023-04-02,Enterprise,EU,marketing_agency,paid_ads,active,enterprise_pilot
902,Web Services,2023-04-12,Enterprise,US,saas_tech,content_marketing,churned,seasonal_business
903,Apex LLC,2023-03-06,Enterprise,US,ecommerce,direct,active,price_sensitive
904,Super Partners,2023-03-20,Enterprise,US,manufacturing,direct,churned,enterprise_pilot
905,Fusion,2023-04-11,Enterprise,US,marketing_agency,organic_search,churned,seasonal_business
906,Alpha,2023-02-28,Basic,US,other,referral,churned,price_sensitive
907,Agile Associates,2023-06-26,Enterprise,US,ecommerce,organic_search,active,steady_grower
908,Delta Enterprises,2023-03-13,Enterprise,EU,ecommerce,organic_search,churned,seasonal_business
909,Meta Inc,2023-02-15,Pro,US,ecommerce,paid_ads,churned,seasonal_business
910,Meta Associates,2023-03-25,Basic,US,saas_tech,organic_search,active,failed_adoption
911,Global Corp,2023-06-09,Basic,EU,marketing_agency,direct,churned,failed_adoption
912,Beta Data,2023-03-16,Enterprise,US,healthcare,partner,active,steady_grower
913,Pioneer,2023-04-21,Pro,US,saas_tech,paid_ads,active,seasonal_business
914,Tech Inc,2023-02-25,Basic,US,financial_services,organic_search,active,failed_adoption
915,Prime,2023-03-23,Enterprise,EU,marketing_agency,direct,churned,seasonal_business
916,Super Inc,2023-05-07,Basic,EU,ecommerce,paid_ads,active,seasonal_business
917,Gamma Innovations,2023-05-13,Pro,US,healthcare,organic_search,active,steady_grower
918,Beta LLC,2023-03-31,Enterprise,US,healthcare,organic_search,active,steady_grower
919,Summit Dynamics,2023-02-19,Enterprise,EU,saas_tech,direct,active,steady_grower
920,Quick,2023-04-05,Basic,US,other,referral,churned,seasonal_business
921,Agile Ltd,2023-03-07,Basic,US,financial_services,organic_search,churned,price_sensitive
922,Beta,2023-02-26,Basic,US,saas_tech,partner,churned,failed_adoption
923,Web Technologies,2023-06-02,Enterprise,US,marketing_agency,organic_search,active,price_sensitive
924,Fast Consulting,2023-01-25,Enterprise,EU,marketing_agency,partner,active,steady_grower
925,Web Labs,2023-06-09,Basic,EU,ecommerce,paid_ads,churned,seasonal_business
926,Cyber Data,2023-01-05,Enterprise,US,saas_tech,direct,churned,seasonal_business
927,Cloud,2023-03-09,Enterprise,US,ecommerce,content_marketing,churned,enterprise_pilot
928,Vertex Corp,2023-04-15,Enterprise,US,ecommerce,organic_search,churned,steady_grower
929,Delta,2023-06-11,Basic,US,saas_tech,referral,churned,failed_adoption
930,Pioneer,2023-06-10,Enterprise,US,marketing_agency,organic_search,churned,seasonal_business
931,Cloud Corp,2023-03-03,Enterprise,US,ecommerce,referral,active,price_sensitive
932,Nova,2023-01-02,Enterprise,US,saas_tech,paid_ads,active,steady_grower
933,Web Analytics,2023-02-18,Enterprise,EU,saas_tech,paid_ads,active,enterprise_pilot
934,Gamma Systems,2023-05-23,Pro,US,ecommerce,paid_ads,churned,seasonal_business
935,Summit,2023-05-16,Basic,US,marketing_agency,partner,churned,failed_adoption
936,Acme,2023-03-14,Enterprise,EU,manufacturing,partner,active,seasonal_business
937,Apex,2023-02-18,Basic,EU,manufacturing,content_marketing,churned,failed_adoption
938,Ultra Services,2023-05-10,Enterprise,EU,financial_services,paid_ads,churned,steady_grower
939,Nova Innovations,2023-06-29,Enterprise,EU,marketing_agency,paid_ads,active,steady_grower
940,Elite,2023-01-03,Basic,EU,saas_tech,organic_search,churned,price_sensitive
941,Hyper Dynamics,2023-01-02,Enterprise,US,ecommerce,paid_ads,active,steady_grower
942,Prime Corp,2023-05-05,Basic,US,saas_tech,organic_search,churned,seasonal_business
943,Fast Analytics,2023-01-01,Enterprise,EU,ecommerce,direct,active,steady_grower
944,Beta,2023-03-18,Basic,EU,saas_tech,direct,churned,seasonal_business
945,Auto Ltd,2023-04-15,Enterprise,US,marketing_agency,partner,churned,price_sensitive
946,Apex,2023-06-12,Pro,US,saas_tech,organic_search,active,seasonal_business
947,Zenith,2023-06-13,Pro,US,ecommerce,organic_search,active,seasonal_business
948,Alpha Systems,2023-05-21,Basic,US,saas_tech,organic_search,churned,seasonal_business
949,Cloud Ventures,2023-03-22,Basic,US,manufacturing,partner,churned,enterprise_pilot
950,Beta,2023-06-25,Enterprise,US,other,organic_search,churned,seasonal_business
951,Quick Works,2023-02-18,Basic,US,healthcare,direct,churned,failed_adoption
952,Quantum,2023-03-13,Basic,US,healthcare,organic_search,churned,failed_adoption
953,Meta,2023-02-14,Basic,US,marketing_agency,referral,churned,failed_adoption
954,Fast Data,2023-04-27,Pro,EU,financial_services,paid_ads,churned,seasonal_business
955,Zenith Partners,2023-01-25,Pro,US,manufacturing,paid_ads,active,steady_grower
956,Global Intelligence,2023-05-27,Basic,US,ecommerce,referral,churned,failed_adoption
957,Nova Associates,2023-06-22,Enterprise,US,financial_services,organic_search,active,enterprise_pilot
958,Zenith Studio,2023-06-28,Enterprise,EU,financial_services,organic_search,active,steady_grower
959,Alpha Enterprises,2023-01-27,Pro,US,manufacturing,direct,churned,steady_grower
960,Hyper Data,2023-05-22,Enterprise,US,ecommerce,organic_search,active,steady_grower
961,Auto Insights,2023-04-15,Basic,EU,manufacturing,direct,churned,price_sensitive
962,Gamma Enterprises,2023-04-09,Basic,US,ecommerce,direct,churned,price_sensitive
963,Nexus,2023-02-28,Enterprise,US,saas_tech,partner,active,enterprise_pilot
964,Summit Ltd,2023-06-23,Enterprise,US,saas_tech,content_marketing,churned,seasonal_business
965,Auto,2023-05-19,Basic,US,ecommerce,referral,churned,steady_grower
966,Global Group,2023-05-30,Enterprise,EU,ecommerce,organic_search,churned,enterprise_pilot
967,Ultra,2023-02-26,Enterprise,US,manufacturing,referral,active,steady_grower
968,Hyper Inc,2023-01-23,Enterprise,US,marketing_agency,referral,active,seasonal_business
969,Data Solutions,2023-04-02,Pro,US,financial_services,organic_search,churned,seasonal_business
970,Beta Corp,2023-04-21,Enterprise,US,marketing_agency,direct,active,steady_grower
971,Cyber Consulting,2023-03-23,Enterprise,EU,marketing_agency,direct,churned,seasonal_business
972,Meta,2023-06-13,Basic,US,healthcare,organic_search,active,steady_grower
973,Mobile Innovations,2023-05-31,Enterprise,EU,saas_tech,referral,active,steady_grower
974,Zenith Ltd,2023-01-02,Enterprise,US,saas_tech,paid_ads,churned,seasonal_business
975,Auto,2023-01-05,Enterprise,US,saas_tech,direct,active,enterprise_pilot
976,Rapid Insights,2023-04-16,Basic,US,saas_tech,direct,churned,steady_grower
977,Data Hub,2023-03-18,Enterprise,US,manufacturing,organic_search,active,steady_grower
978,Super Innovations,2023-01-02,Enterprise,US,other,referral,churned,enterprise_pilot
979,Fusion,2023-06-21,Basic,US,financial_services,organic_search,active,price_sensitive
980,Gamma,2023-03-15,Pro,US,ecommerce,organic_search,churned,steady_grower
981,Delta,2023-04-27,Enterprise,EU,ecommerce,organic_search,active,price_sensitive
982,Super Systems,2023-05-10,Enterprise,US,ecommerce,organic_search,active,price_sensitive
983,Global Ltd,2023-04-08,Enterprise,US,financial_services,referral,active,steady_grower
984,Nexus,2023-06-04,Enterprise,EU,ecommerce,paid_ads,active,steady_grower
985,Cloud,2023-05-27,Enterprise,EU,ecommerce,partner,active,enterprise_pilot
986,Hyper Group,2023-01-10,Enterprise,US,saas_tech,organic_search,churned,enterprise_pilot
987,Auto Hub,2023-05-29,Enterprise,US,financial_services,organic_search,active,enterprise_pilot
988,Fast Systems,2023-01-28,Basic,EU,ecommerce,direct,churned,price_sensitive
989,Mega Enterprises,2023-03-16,Enterprise,US,healthcare,paid_ads,churned,seasonal_business
990,Pioneer,2023-04-30,Basic,EU,financial_services,partner,active,price_sensitive
991,Gamma Hub,2023-04-05,Basic,EU,saas_tech,paid_ads,churned,price_sensitive
992,Summit,2023-02-05,Enterprise,EU,ecommerce,organic_search,active,price_sensitive
993,Smart,2023-03-30,Enterprise,US,ecommerce,direct,active,steady_grower
994,Rapid,2023-02-07,Enterprise,EU,manufacturing,direct,active,steady_grower
995,Vertex Solutions,2023-04-01,Pro,US,saas_tech,direct,churned,seasonal_business
996,Cloud Enterprises,2023-04-16,Basic,EU,healthcare,organic_search,churned,seasonal_business
997,Fast Ventures,2023-03-15,Basic,US,healthcare,direct,active,price_sensitive
998,Quantum,2023-05-09,Enterprise,EU,financial_services,paid_ads,churned,enterprise_pilot
999,Auto,2023-03-27,Pro,US,financial_services,direct,churned,seasonal_business
1000,Vertex Dynamics,2023-03-04,Pro,US,ecommerce,organic_search,active,seasonal_business
